,CHARTER,CITY,WEBADDR,STNAME,NAME,ID
13373,0,Boston,,Massachusetts,Broad Street Bank and Trust Company,27005
13374,0,Schaumburg,,Illinois,American Chartered Bank,27006
13375,21024,Dallas,,Texas,Interstate National Bank,27007
13376,0,Thousand Oaks,,California,Los Robles Bank,27008
13377,0,Boston,,Massachusetts,Wainwright Bank & Trust Company,27009
13378,0,Denver,www.yacenter.org,Colorado,Young Americans Bank,27010
13379,18667,Reno,,Nevada,First National Bank of Nevada,27011
13380,0,Chester Springs,,Pennsylvania,Conestoga Bank,27013
13381,21364,Albany,,New York,Key Bank USA National Association,27014
13382,713964,Canton,www.42northprivate.com,Massachusetts,42 North Private Bank,27015
13383,0,Franklin Township,,New Jersey,New Era Bank,27016
13384,21218,Washington,,District Of Columbia,"The First National Bank of Maryland, D.C.",27017
13385,21261,New Port Richey,,Florida,"First Florida Bank of Pasco County, National Association",27018
13386,0,Franklin,,Tennessee,First Citizens Bank,27019
13387,906,Lexington,,Kentucky,First Security National Bank and Trust Company of Lexington,2702
13388,0,St. Petersburg,,Florida,Barnett Bank of Pinellas County,27020
13389,0,Fort Walton Beach,,Florida,First Northwest Florida Bank,27021
13390,0,Boca Raton,,Florida,Banyan Bank,27022
13391,0,Mclean,,Virginia,Cardinal Bank-Potomac,27023
13392,0,Navasota,,Texas,First Bank,27024
13393,21158,Denver,www.nativeamericanbank.com,Colorado,"Native American Bank, National Association",27026
13394,21513,San Francisco,,California,Barbary Coast National Bank,27027
13395,2901,Lexington,,Kentucky,"National City Bank, Lexington",2703
13396,23829,Sarasota,,Florida,"West Coast Guaranty Bank, National Association",27030
13397,0,Birmingham,,Alabama,Central Bank of Shelby County,27031
13398,0,Norcross,,Georgia,First Capital Bank,27032
13399,0,Pittsburgh,,Pennsylvania,United-American Savings Bank,27033
13400,0,Chicago,,Illinois,New Asia Bank,27034
13401,0,Grand Rapids,,Michigan,Grand Bank,27035
13402,0,Wethersfield,,Connecticut,The Equity Bank,27036
13403,22316,Southington,,Connecticut,"State Savings Bank, National Association",27037
13404,21368,Grand Rapids,,Michigan,"MetroBanc, National Association",27038
13405,0,Madison,,Connecticut,"OmniBank of Connecticut, Inc.",27039
13406,7890,London,,Kentucky,First National Bank and Trust,2704
13407,0,Blountstown,,Florida,C&L Bank of Blountstown,27040
13408,0,Princeton,,New Jersey,College Savings Bank,27041
13409,21189,Lewisville,,Texas,Great Western National Bank,27042
13410,0,Sanger,http://www.sangerbank.com,Texas,Sanger Bank,27043
13411,0,Boca Raton,,Florida,First Southern Bank,27044
13412,0,Tampa,,Florida,Pilot Bank,27045
13413,21389,Chanute,http://www.mybankcnb.com,Kansas,Community National Bank & Trust,27046
13414,21418,Jacksonville,,Florida,Enterprise National Bank of Jacksonville,27047
13415,0,Perry,,Georgia,Security Bank of Houston County,27048
13416,0,Gastonia,,North Carolina,First Community Bank,27049
13417,714547,Louisa,,Kentucky,"Inez Deposit Bank, FSB",2705
13418,21403,Springfield,,Massachusetts,"BayBank Connecticut, National Association",27050
13419,0,Nashua,,New Hampshire,Cornerstone Bank,27051
13420,25211,Saint Charles,www.bankstcharles.com,Illinois,"St. Charles Bank & Trust Company, National Association",27052
13421,0,Prentice,,Wisconsin,New Citizens State Bank - Interim Bank,27053
13422,0,Hoboken,,New Jersey,Sumitomo Mitsui Trust Bank (U.S.A.) Limited,27054
13423,0,Clover,,South Carolina,Clover Community Bank,27055
13424,0,Douglasville,,Georgia,Citizens & Merchants State Bank,27056
13425,0,White Plains,,New York,Great Western Bank,27057
13426,0,Hot Springs,,South Dakota,Community First State Bank of Hot Springs,27058
13427,0,Huron,,South Dakota,Community First State Bank of Huron,27059
13428,0,Lemmon,,South Dakota,Community First State Bank of Lemmon,27060
13429,0,Platte,,South Dakota,Community First State Bank of Platte,27061
13430,0,Redfield,,South Dakota,Community First State Bank,27062
13431,0,Vermillion,,South Dakota,Community First State Bank,27063
13432,0,Petaluma,,California,Bank of Petaluma,27064
13433,0,New Castle,,Delaware,"United Missouri Bank, U.S.A.",27065
13434,0,Debary,,Florida,First Community Bank,27066
13435,0,Crawfordville,,Florida,Citizens Bank Wakulla,27067
13436,24489,Palo Alto,,California,"Greater Bay Bank, National Association",27068
13437,0,Los Angeles,,California,Cedars Bank,27069
13438,5323,Ludlow,,Kentucky,The First National Bank of Ludlow,2707
13439,0,Everett,,Washington,EverTrust Bank,27070
13440,0,Seattle,,Washington,University Savings Bank,27071
13441,0,Torrance,,California,Commonwealth Thrift and Loan,27072
13442,0,Greenwald,,Minnesota,Rural American Bank of Greenwald,27073
13443,0,Irving,www.statebnk.com,Texas,State Bank of Texas,27074
13444,0,Fernandina Beach,,Florida,First Coast Community Bank,27075
13445,24951,North Las Vegas,,Nevada,"Wells Fargo Bank Southwest, National Association",27076
13446,0,Sparta,,North Carolina,Blue Ridge Bank,27077
13447,0,Sioux Falls,,South Dakota,First Bank & Trust,27078
13448,21654,Pittsburgh,,Pennsylvania,Heritage National Bank,27079
13449,7605,Manchester,www.fnbmbank.com,Kentucky,The First National Bank of Manchester,2708
13450,21662,Baton Rouge,,Louisiana,"Capital Bank & Trust Co., National Association",27080
13451,21505,Menomonee Falls,,Wisconsin,Tri City National Bank of Menomonee Falls,27081
13452,0,Tampa,,Florida,AmSouth Bank of Florida,27083
13453,0,New York,,New York,Chuo Mitsui Trust Company  U.S.A.,27084
13454,0,Atlanta,,Georgia,The Merchant Bank of Atlanta,27085
13455,0,Port Charlotte,,Florida,Charlotte State Bank & Trust,27086
13456,21119,Westmont,,New Jersey,The Community National Bank of New Jersey,27087
13457,21455,Atlanta,,Georgia,"Vinings Bank & Trust, National Association",27088
13458,0,New York,,New York,Mizuho Trust & Banking Co. USA,27089
13459,2663,Maysville,,Kentucky,The State National Bank of Maysville,2709
13460,0,Stockton,,California,Pacific State Bank,27090
13461,0,Santa Clarita,,California,Valencia Bank & Trust,27091
13462,0,Lawrence,,Massachusetts,New Heritage Bank,27092
13463,0,San Mateo,,California,eosbank,27093
13464,0,Torrance,,California,Southern Pacific Bank,27094
13465,0,New York,,New York,The Park Avenue Bank,27096
13466,0,Newnan,,Georgia,The Bank of Newnan,27097
13467,0,Philadelphia,,Pennsylvania,Princeton Bank of Pennsylvania,27098
13468,0,Russellville,,Kentucky,Southern Deposit Bank,271
13469,0,Middlesboro,www.ourfsb.bank,Kentucky,"First State Bank of the Southeast, Inc",2710
13470,0,Reading,,Pennsylvania,Main Street Bank,27104
13471,21496,Evesham Township,,New Jersey,First Pennsylvania Bank (NJ) National Association,27105
13472,0,New Castle,,Delaware,Centerre Bank of Delaware,27106
13473,0,Norcross,,Georgia,First Gwinnett Bank,27107
13474,0,Rutherfordton,,North Carolina,Community Bank & Trust Co.,27108
13475,0,New Castle,,Delaware,Fidelity Bank Delaware,27109
13476,0,Mount Sterling,www.traditionalbank.com,Kentucky,"Traditional Bank, Inc.",2711
13477,21490,Brentwood,,Tennessee,Brentwood National Bank,27111
13478,0,Turlock,,California,Town and Country Finance and Thrift Company,27113
13479,0,Los Angeles,,California,Royal Thrift & Loan Company,27114
13480,21410,Naples,,Florida,"Fleet Trust Company of Florida, National Association",27115
13481,21398,Orangeburg,,South Carolina,"Community Resource Bank, National Association",27116
13482,0,Des Peres,,Missouri,Century Bank,27117
13483,0,Cullman,WWW.PREMIERBANKOFTHESOUTH.COM,Alabama,Premier Bank of the South,27118
13484,0,North Andover,,Massachusetts,Northmark Bank,27119
13485,0,Mount Sterling,,Kentucky,Mount Sterling  Bank,2712
13486,0,Winder,,Georgia,Barrow Bank & Trust Company,27121
13487,0,Decatur,,Georgia,Bank Atlanta,27122
13488,0,Brooksville,,Florida,"SunTrust Bank, Nature Coast",27123
13489,0,Lawrenceville,,Georgia,Embry Bank,27124
13490,0,Richmond,,Virginia,Xenith Bank,27125
13491,0,Boca Raton,,Florida,Sun American Bank,27126
13492,0,Clayton,,Missouri,Union Planters Bank of Missouri,27127
13493,0,St. George,,Utah,"St. George Thrift & Loan St. George, Utah",27128
13494,21393,Mclean,,Virginia,"BankFirst, National Association",27129
13495,6129,Mount Sterling,,Kentucky,Traders Bank and Trust Company,2713
13496,0,Madison,,Tennessee,First Cumberland Bank,27130
13497,21155,Cedar Hill,,Texas,First National Bank of Cedar Hill,27131
13498,0,Fresno,http://www.unitedsecuritybank.com,California,United Security Bank,27132
13499,0,Saluda,,South Carolina,The Saluda County Bank,27133
13500,0,Worcester,,Massachusetts,Flagship Bank and Trust Company,27134
13501,0,Brooksville,,Florida,The Hernando County Bank,27135
13502,0,Boca Raton,,Florida,1st United Bank,27136
13503,0,Philadelphia,,Pennsylvania,Glendale Bank of Pennsylvania,27137
13504,0,Yulee,,Florida,Southeastern Bank of Florida,27138
13505,0,Loris,,South Carolina,Horry County State Bank,27139
13506,2726,Fort Thomas,,Kentucky,"The Fifth Third Bank of Campbell County, National Association",2714
13507,0,Bartlett,,Tennessee,Shelby Bank,27140
13508,0,Ballwin,,Missouri,The Village Bank of St. Louis County,27141
13509,0,Gulf Shores,,Alabama,First Gulf Bank,27142
13510,21529,Athens,,Georgia,Georgia National Bank,27143
13511,0,New Castle,,Delaware,Boatmen's Bank of Delaware,27144
13512,0,Raleigh,,North Carolina,Triangle Bank,27145
13513,0,Woodstock,,Georgia,First Community Bank of Cherokee,27146
13514,21612,Wilmington,,Delaware,Midlantic National Bank/Delaware,27147
13515,0,Berwyn,,Pennsylvania,NOVA Bank,27148
13516,0,Conyers,,Georgia,C & S Bank of Conyers,27149
13517,4765,Newport,,Kentucky,"Star Bank, National Association, Campbell County",2715
13518,0,San Juan,,Puerto Rico,Eurobank,27150
13519,0,East Hartford,,Connecticut,Bank of East Hartford,27151
13520,0,Clearwater,,Florida,Intervest Bank,27152
13521,713138,Trenton,www.citizensbanktrenton.com,Georgia,"Citizens Bank & Trust, Inc.",27153
13522,0,West Hartford,,Connecticut,First Bank of West Hartford,27154
13523,21471,Hillsborough,,New Jersey,Suburban National Bank,27157
13524,0,Gainesville,,Georgia,Gainesville Bank & Trust,27158
13525,0,Tacoma,,Washington,American Savings Bank,27159
13526,1831,Nicholasville,,Kentucky,The First National Bank and Trust Company,2716
13527,0,New Haven,,Connecticut,First Constitution Bank,27160
13528,0,Hoover,,Alabama,Farmers and Merchants Bank of Ashville,27161
13529,0,Shelton,,Connecticut,Shelton Savings Bank,27162
13530,0,Hiram,,Georgia,Community Trust Bank,27163
13531,0,Sanibel,,Florida,Community Bank of the Islands,27164
13532,0,Santa Maria,,California,Hacienda Bank,27166
13533,0,Fort Worth,,Texas,Team Bank,27167
13534,0,Philadelphia,,Pennsylvania,United Valley Bank,27168
13535,0,Kansas City,,Kansas,Kaw Valley Bank,27169
13536,13763,Paintsville,,Kentucky,The First National Bank of Paintsville,2717
13537,0,Niles,,Ohio,The McKinley Bank,27170
13538,0,Ventura,,California,Bank of Ventura,27171
13539,21320,Kissimmee,,Florida,Osceola National Bank,27172
13540,0,Calhoun,,Georgia,Georgia Bank & Trust,27173
13541,0,San Francisco,,California,Regent Thrift and Loan Association,27174
13542,0,Hill City,,Kansas,Farmers and Merchants Bank of Hill City,27178
13543,0,Paintsville,http://www.wercitizens.bank,Kentucky,"Citizens Bank of Kentucky, Inc.",2718
13544,0,Paramus,,New Jersey,Bergen Commercial Bank,27180
13545,0,Poughkeepsie,,New York,Riverside Bank,27181
13546,0,Fort Walton Beach,,Florida,Ready Bank of Walton Florida,27182
13547,21390,Venice,,Florida,Community National Bank of Sarasota County,27183
13548,0,Boston,,Massachusetts,Capital Crossing Bank,27184
13549,0,Ocean City,,New Jersey,The Coastal Bank,27185
13550,0,St. Petersburg,,Florida,First State Bank of Pinellas,27186
13551,0,Burlington,,New Jersey,Burlington County Bank,27187
13552,6622,Pikeville,,Kentucky,Matewan National Bank/Kentucky,2719
13553,0,Flower Mound,,Texas,Security Bank,27190
13554,0,Gaithersburg,,Maryland,First Montgomery Bank of Maryland,27191
13555,0,Rincon,,Georgia,Effingham Bank & Trust,27192
13556,0,Fort Lauderdale,,Florida,Premier Community Bank of South Florida,27193
13557,22217,Langhorne,,Pennsylvania,"Carnegie Bank, National Association",27194
13558,0,Beverly Hills,,California,Topa Thrift and Loan Association,27195
13559,21431,Reston,,Virginia,"BANKSTAR, National Association",27196
13560,0,Ventura,,California,Affinity Bank,27197
13561,0,Pasadena,,California,Countrywide Thrift and Loan,27198
13562,21484,Atlanta,,Georgia,The Summit National Bank,27199
13563,0,Pikeville,www.ctbi.com,Kentucky,"Community Trust Bank, Inc.",2720
13564,0,East Point,,Georgia,First Bank of Georgia,27200
13565,0,Hennessey,www.mycsb.com,Oklahoma,Community State Bank,27201
13566,0,Cahaba Heights,,Alabama,Central Bank,27202
13567,0,Philadelphia,,Pennsylvania,Pulaski Savings Bank,27203
13568,21091,Bexar County,,Texas,Fair Oaks National Bank,27204
13569,0,Englewood,,Florida,Englewood Bank & Trust,27205
13570,18739,Washington,,District Of Columbia,First Liberty National Bank,27206
13571,24515,Dothan,,Alabama,AB&T National Bank,27207
13572,0,Huntsville,,Alabama,BankAlabama-Huntsville,27208
13573,0,Tuscaloosa,,Alabama,The Bank of Tuscaloosa,27209
13574,0,Prestonsburg,,Kentucky,"The First Commonwealth Bank of Prestonsburg, Inc.",2721
13575,0,Oklahoma City,www.interbank.com,Oklahoma,InterBank,27210
13576,0,Shelbyville,www.firstcommunitybanker.com,Tennessee,First Community Bank of Tennessee,27211
13577,0,Oak Brook,,Illinois,"Exchange Bank of DuPage, Oak Brook, Illinois",27212
13578,21546,Fort Myers,,Florida,Merchant National Bank,27213
13579,18756,Syracuse,,New York,"Key Bank of Central New York, National Association",27214
13580,0,Mechanicsville,,Virginia,Hanover Bank,27215
13581,0,Ocean,,New Jersey,Ocean Independent Bank,27218
13582,0,Frankfort,http://www.icbb.bank,Kentucky,"Independent Correspondent Bankers' Bank, Inc.",27219
13583,0,Richmond,,Kentucky,Citizens Fidelity Bank and Trust Company Madison County,2722
13584,21449,Paso Robles,,California,"Citizens Bank of Paso Robles, National Association",27221
13585,0,Tifton,,Georgia,Tifton Bank & Trust Company,27222
13586,0,Lawrenceville,,Georgia,The Bank of Gwinnett County,27223
13587,21558,Carrollton,,Georgia,Carroll National Bank,27224
13588,0,Denver,,Colorado,FirstBank of Denver,27225
13589,0,New York,,New York,Country Bank,27226
13590,0,Great Falls,,Montana,Bank of Montana Village,27227
13591,0,Leesburg,,Virginia,Bank of Loudoun,27228
13592,8905,Salyersville,www.salyersvillebank.com,Kentucky,The Salyersville National Bank,2723
13593,23599,Chardon,,Ohio,"First County Bank, National Association",27230
13594,0,Indianapolis,,Indiana,MetroBank,27231
13595,0,Dedham,,Massachusetts,Dedham Co-operative Bank,27232
13596,0,Boaz,http://www.pibonline.com,Alabama,Peoples Independent Bank,27233
13597,0,Golden Valley,,Minnesota,Central Bank,27234
13598,0,Fort Wayne,www.starfinancial.com,Indiana,STAR Financial Bank,27235
13599,0,Portage,,Michigan,Portage Commerce Bank,27236
13600,0,Clayton,http://www.enterprisebank.com,Missouri,Enterprise Bank & Trust,27237
13601,0,Winchester,www.wcbonline.com,Massachusetts,Winchester Co-operative Bank,27238
13602,0,Forest City,,Iowa,Liberty Bank and Trust,27239
13603,0,Somerset,,Kentucky,"First and Farmers Bank of Somerset, Inc.",2724
13604,0,Georgetown,,Kentucky,Citizens Bank,27240
13605,0,Virginia Beach,,Virginia,People's Bank of Virginia,27241
13606,0,St. Petersburg,,Florida,First Central Bank,27242
13607,0,Sarasota,,Florida,West Coast Bank,27243
13608,0,Columbia,,Maryland,The Columbia Bank,27244
13609,0,Burlington,,North Carolina,FirstSouth Bank,27245
13610,0,Yelm,,Washington,Prairie Security Bank,27246
13611,0,Lockport,,Illinois,Beverly Bank of Lockport,27247
13612,0,Fort Myers,,Florida,South Florida Bank,27248
13613,0,Arlington,,Virginia,Virginia Commerce Bank,27249
13614,11544,Somerset,www.cnbsomerset.com,Kentucky,The Citizens National Bank of Somerset,2725
13615,0,Bel Air,,Maryland,Bank of Maryland - Harford County,27250
13616,0,Rockwall,,Texas,Community Bank,27251
13617,0,Plymouth,,New Hampshire,Community Guaranty Savings Bank,27252
13618,0,Baton Rouge,,Louisiana,Union Planters Bank of Louisiana,27253
13619,0,Waycross,www.wbt.bank,Georgia,Waycross Bank & Trust,27254
13620,0,Salt Lake City,,Utah,USAA Financial Services Association,27255
13621,0,Aurora,,Colorado,Security Bank of Colorado,27256
13622,18753,Nixa,,Missouri,"Commerce Bank - Nixa, National Association",27257
13623,21489,Kansas City,,Missouri,"First Business Bank of Kansas City, National Association",27258
13624,0,Sonoma,,California,Sonoma Valley Bank,27259
13625,0,Montville,,New Jersey,Metropolitan State Bank,27260
13626,0,Philadelphia,,Pennsylvania,Prime Bank,27261
13627,22774,Cookeville,,Tennessee,"Trans Financial Bank Tennessee, National Association",27263
13628,0,Carrollton,,Georgia,The Community Bank of Carrollton,27264
13629,0,Louisville,,Georgia,Bank of Jefferson County,27265
13630,21548,Philadelphia,,Pennsylvania,"PNC Bank, New Jersey, National Association",27266
13631,0,Flushing,www.amerasiabankny.com,New York,Amerasia Bank,27267
13632,0,Seattle,,Washington,The Emerald City Bank,27268
13633,0,Franklin,www.deanbank.com,Massachusetts,Dean Co-operative Bank,27269
13634,5132,Richmond,,Kentucky,First Southern National Bank of Madison County,2727
13635,0,Ocala,,Florida,Friendship Community Bank,27270
13636,21590,Kissimmee,,Florida,Security National Bank of Osceola,27271
13637,23070,Houston,,Texas,"Northwest Bank, National Association",27273
13638,21837,Victoria,,Texas,"Texas Premier Bank of Victoria, National Association",27274
