,CHARTER,CITY,WEBADDR,STNAME,NAME,ID
12952,20506,Austin,,Texas,Austin National Bank,26579
12953,20650,Madisonville,,Texas,The National Bank of Madisonville,26580
12954,18546,Plano,,Texas,First Western National Bank of Plano,26581
12955,20431,San Antonio,,Texas,Security National Bank East,26582
12956,0,Merrimac,,Massachusetts,Economy Co-operative Bank,26583
12957,0,Newburyport,,Massachusetts,Newburyport Co-operative Bank,26584
12958,0,Quincy,,Massachusetts,Granite Co-operative Bank,26585
12959,0,Winston Salem,,North Carolina,Salem Trust Bank,26586
12960,0,Largo,,Florida,Premier Community Bank of Florida,26587
12961,0,Darlington,http://www.dcbsc.com,South Carolina,Dedicated Community Bank,26588
12962,0,Gorman,,Texas,Citizens State Bank,26589
12963,1022,Northbridge,,Massachusetts,"Bank of Boston-Worcester, National Association",2659
12964,0,Abington,,Massachusetts,Abington Bank,26590
12965,0,Weymouth,www.coastalheritagebank.com,Massachusetts,Coastal Heritage Bank,26591
12966,0,San Juan,,Puerto Rico,The Bank and Trust of Puerto Rico,26592
12967,0,Boston,,Massachusetts,Commonwealth Co-operative Bank,26593
12968,0,Ware,,Massachusetts,FamilyFirst Bank,26594
12969,0,Hull,,Massachusetts,Hull Co-operative Bank,26597
12970,0,Taunton,,Massachusetts,"Bank of Taunton, A Co-operative Bank",26598
12971,0,Sandwich,,Massachusetts,The Sandwich Co-operative Bank,26599
12972,0,Cynthiana,,Kentucky,Farmers Deposit Bank,266
12973,0,Holbrook,,Massachusetts,Holbrook Co-operative Bank,26600
12974,0,Beverly,,Massachusetts,Beverly Bank,26601
12975,0,Medway,www.charlesriverbank.com,Massachusetts,Charles River Bank,26602
12976,0,Vineyard Haven,,Massachusetts,The Martha's Vineyard Co-operative Bank of Tisbury,26603
12977,0,Port Clinton,,Ohio,Society Bank of Northwest Ohio,26604
12978,0,Wellesley,,Massachusetts,Wellesley Bank,26605
12979,0,Little River,,South Carolina,1st Atlantic Bank,26606
12980,0,Mobile,,Alabama,BankTrust,26607
12981,20238,Dallas,,Texas,Search National Bank,26608
12982,20931,Houston,,Texas,City National Bank,26609
12983,1440,Wareham,,Massachusetts,The National Bank of Wareham,2661
12984,0,Los Angeles,www.bankofhope.com,California,Bank of Hope,26610
12985,0,Troy,,Texas,Bank of Troy,26611
12986,18630,Naples,,Florida,Citizens National Bank of Naples,26612
12987,0,Saint Louis,,Missouri,First Exchange Bank of St. Louis,26613
12988,0,Memphis,,Texas,Memphis State Bank,26614
12989,0,Rosemead,,California,Golden Security Bank,26615
12990,0,Avon,,Massachusetts,Avon Co-operative Bank,26617
12991,0,Easthampton,,Massachusetts,"Bank of Easthampton, A Co-operative Bank",26618
12992,0,Lowell,,Massachusetts,Butler Bank,26619
12993,2108,Watertown,,Massachusetts,The Union Market National Bank of Watertown,2662
12994,0,Reading,www.readingcoop.com,Massachusetts,Reading Co-operative Bank,26620
12995,0,New York,,New York,Mitsubishi UFJ Trust & Banking Corporation (U.S.A.),26621
12996,20513,Dallas,,Texas,"MainBank, National Association",26624
12997,20992,Plano,,Texas,"First RepublicBank Preston North, National Association",26625
12998,0,Dallas,www.unitedtexasbank.com,Texas,United Texas Bank,26626
12999,0,Grapevine,www.bnkwest.com,Texas,Bank of the West,26627
13000,0,Richmond,,Virginia,Commerce Bank of Virginia,26628
13001,23498,Clearwater,,Florida,First National Bank of Florida,26629
13002,20942,Fort Myers,,Florida,SouthTrust Bank of Southwest Florida National Association,26630
13003,20496,Lake City,,Florida,CNB National Bank,26631
13004,20012,Hollywood,,Florida,First National Bank of Hollywood,26632
13005,20547,New York,,New York,Delta National Bank and Trust Company,26633
13006,0,Taunton,www.mechanics-coop.com,Massachusetts,Mechanics Cooperative Bank,26634
13007,0,Westminster,,Colorado,FirstBank North,26635
13008,0,Weston,,West Virginia,Lewis County Savings and Loan Company,26636
13009,0,Hutto,,Texas,Texas Heritage Bank,26637
13010,0,Milbank,,South Dakota,First Bank & Trust of Milbank,26638
13011,0,Salt Lake City,,Utah,Moore Financial of Utah,26639
13012,0,Atlanta,,Georgia,The Chattahoochee Bank,26641
13013,0,Hiawassee,,Georgia,United Community Bank Towns County,26642
13014,0,Great Neck,,New York,Bank of Great Neck,26643
13015,0,Colorado Springs,,Colorado,UMB Bank of the West,26645
13016,0,Somerville,,Massachusetts,Central Co-operative Bank,26646
13017,0,Conshohocken,www.firstrust.com,Pennsylvania,Firstrust Savings Bank,26647
13018,18729,San Antonio,,Texas,"Crown Bank, National Association",26648
13019,0,Denver,,Colorado,FirstBank of Cherry Creek,26649
13020,0,Cleveland,,Ohio,AmeriTrust Development Bank,26650
13021,0,Mableton,,Georgia,Georgia State Bank,26651
13022,20923,Boca Raton,,Florida,Net First National Bank,26652
13023,0,Bandera,www.banderabank.com,Texas,Bandera Bank,26653
13024,21233,Irving,,Texas,City National Bank of Irving,26654
13025,20441,Travis County,,Texas,Oak Hill National Bank,26655
13026,0,Redwood City,,California,Statewide Thrift and Loan Company,26656
13027,0,Sun City,,Arizona,Imperial Bank Arizona,26657
13028,0,Del Rio,www.amistadbank.com,Texas,Amistad Bank,26658
13029,0,Boston,,Massachusetts,Beacon Co-operative Bank,26659
13030,0,Charlestown,,Massachusetts,Charlestown Co-operative Bank,26660
13031,0,East Bridgewater,,Massachusetts,East Bridgewater Co-operative Bank,26661
13032,0,Boston,,Massachusetts,Roxbury-Highland Co-operative Bank,26662
13033,0,Richmond,,Virginia,The Commonwealth Bank,26663
13034,20934,Henrico County,,Virginia,"Central Fidelity Bank, National Association",26664
13035,0,Las Vegas,,Nevada,First Republic Bank,26665
13036,0,New Boston,,Texas,"First Bank and Trust, New Boston",26666
13037,21023,Phoenix,,Arizona,Gateway National Bank,26667
13038,0,Baton Rouge,,Louisiana,Louisiana Bank & Trust Company,26668
13039,21239,Bedford,,Iowa,American National Bank,26670
13040,0,Madison,,Connecticut,Shoreline Bank and Trust Company,26671
13041,23240,Rockville,,Maryland,Mellon Bank MD National Association,26672
13042,0,New York,,New York,Great Eastern Bank,26673
13043,0,Philadelphia,,Pennsylvania,Constitution Bank,26674
13044,0,Eden Prairie,,Minnesota,Cityside Savings & Financial Services Company,26675
13045,20482,Webster,,Texas,1st National Bank of Texas,26676
13046,0,Oklahoma City,www.tbb.bank,Oklahoma,The Bankers Bank,26677
13047,20938,Dallas,,Texas,EastPark National Bank,26678
13048,0,Monmouth Junction,,New Jersey,"First Fidelity Bank, Princeton",26679
13049,0,Orange Park,,Florida,Heritage Bank of North Florida,26680
13050,21258,Englewood,,Colorado,"GoldenBank, National Association, Englewood",26681
13051,21259,Columbia Falls,,Montana,"First Citizens Bank, National Association",26682
13052,0,Edinburg,,Texas,NBC Bank-Edinburg,26683
13053,0,Clearwater,,Florida,Citizens Bank & Trust,26684
13054,0,St. Charles County,,Missouri,Mega Bank of St. Charles County,26685
13055,20438,Kennedale,,Texas,First National Bank of Kennedale,26686
13056,0,Niceville,pnbcommunity.bank,Florida,PNB Community Bank,26687
13057,21015,Johnson City,,Texas,Cattleman's National Bank,26688
13058,0,Alma,www.bankofalma.net,Wisconsin,Bank of Alma,26689
13059,0,Villanova,,Pennsylvania,Wilmington Trust of Pennsylvania,26690
13060,25127,Princeton,,New Jersey,Interim National Bank,26691
13061,0,Southington,,Connecticut,The Bank of Southington,26694
13062,20455,Miami,,Florida,"The Private Bank & Trust, National Association",26695
13063,20849,Slidell,,Louisiana,Parish National Bank of St. Tammany,26696
13064,0,Hanover,,New Hampshire,Dartmouth Banking Company,26697
13065,0,San Francisco,,California,First Republic Thrift & Loan,26698
13066,24053,Knoxville,,Tennessee,NBC National Bank,26699
13067,0,Catlettsburg,www.kfb.bank,Kentucky,Kentucky Farmers Bank Corporation,267
13068,0,Manchester,,New Hampshire,Dartmouth Bank,26700
13069,0,Culver City,,California,Colonial Thrift and Loan Association,26701
13070,21273,Borger,,Texas,"Norwest Bank Texas, Borger, National Association",26702
13071,0,Louisville,www.rivercitybankky.com,Kentucky,"River City Bank, Inc.",26703
13072,0,Chula Vista,http://www.balboathrift.com,California,Balboa Thrift and Loan Association,26704
13073,0,Salt Lake City,,Utah,Governor Financial,26705
13074,20921,Estes Park,,Colorado,Park National Bank,26706
13075,18662,San Antonio,,Texas,"First Interstate Bank of Northwest San Antonio, National Association",26707
13076,0,Fort Worth,www.spectra.bank,Texas,Spectra Bank,26708
13077,18548,Universal City,,Texas,Texstar National Bank,26709
13078,3092,Williamstown,,Massachusetts,"Bank of New England - Berkshire County, National Association",2671
13079,18547,Mesquite,,Texas,First Western National Bank of Mesquite,26710
13080,0,Austin,,Texas,Lakeland State Bank,26711
13081,0,Saint Francis,,Kansas,BankWest,26712
13082,0,Davie,,Florida,Regent Bank,26713
13083,0,Windham,,New Hampshire,First Essex Savings Bank of New Hampshire,26714
13084,0,Boston,,Massachusetts,Meetinghouse Bank,26715
13085,0,Union,,Kentucky,The Central Trust Company,26716
13086,0,Rochester,,Texas,Home State Bank,26717
13087,21296,Oklahoma City,,Oklahoma,Boatmen's First National Bank of Oklahoma,26718
13088,18599,Washington,,District Of Columbia,Federal City National Bank,26719
13089,327,Winchendon,,Massachusetts,The First National Bank of Winchendon,2672
13090,0,Fort Dodge,,Iowa,Citizens State Bank,26720
13091,0,New York City,,New York,Empire State Bank,26722
13092,0,Newark,,Delaware,First RepublicBank Delaware,26723
13093,0,Newark,,Delaware,Manufacturers Bank - Wilmington,26724
13094,0,Miami,http://www.bbamericas.com,Florida,Banco do Brasil Americas,26725
13095,0,Mcallen,www.bankofsouthtexas.com,Texas,Bank of South Texas,26727
13096,0,Austin,,Texas,Bank of Austin,26728
13097,0,Dallas,,Texas,"Orange Savings Bank of Texas, SSB",26729
13098,11103,Winchester,,Massachusetts,"Shawmut Winchester Bank, N. A.",2673
13099,18689,San Mateo,,California,Westcal National Bank,26730
13100,0,Austin,,Texas,MBank Arboretum,26731
13101,0,Blue Ridge,,Georgia,United Community Bank North Georgia,26733
13102,0,Manassas,,Virginia,Security Bank Corporation,26734
13103,0,Jasper,,Alabama,SouthTrust Bank of Walker County,26735
13104,0,Sheridan,,Wyoming,"Key Bank of Wyoming - 2 North Main, Sheridan, Wyoming 82801",26736
13105,21301,Conifer,,Colorado,Mountain Valley National Bank,26737
13106,0,Eden,www.texasfinancialbank.com,Texas,Texas Financial Bank,26738
13107,0,Scottsdale,,Arizona,Founders Bank of Arizona,26739
13108,7550,Woburn,,Massachusetts,Woburn National Bank,2674
13109,0,Dallas,,Texas,Grand Bank Northeast,26740
13110,0,Greenville,,North Carolina,Barclays Bank of North Carolina,26741
13111,21062,Sarasota,,Florida,"Mellon Bank (Fl) #2, National Association",26742
13112,20494,Okeechobee,,Florida,Big Lake National Bank,26743
13113,21085,Bradenton,,Florida,1st National Bank & Trust,26744
13114,21197,New Castle,,Delaware,The First National Bank of Atlanta,26747
13115,0,New York,,New York,Golden City Commercial Bank,26748
13116,0,Rockville,,Maryland,Commercial Credit Bank,26749
13117,0,Worcester,,Massachusetts,Mechanics Bank,2675
13118,20980,Dallas,,Texas,"Texas Central Bank, National Association",26750
13119,21121,Nederland,,Colorado,Peak National Bank,26751
13120,20470,Liberty,,Texas,"Bank of the Trinity, National Association",26752
13121,21037,Easley,,South Carolina,The Peoples National Bank,26753
13122,0,Hallandale,,Florida,Family Bank,26754
13123,0,Rochester,www.mnfirst.com,Minnesota,"Minnesota First Credit and Savings, Incorporated",26755
13124,21318,Easton,,Kansas,Fort National Bank,26756
13125,0,Wilmington,,Delaware,First Pennsylvania Bank (DEL),26757
13126,0,Cambridge,,Maryland,Bank of the Eastern Shore,26759
13127,0,Iowa Falls,www.greenbeltbank.com,Iowa,Green Belt Bank & Trust,26760
13128,0,Midlothian,,Virginia,County Bank of Chesterfield,26761
13129,0,Salt Lake City,,Utah,First Security Financial,26762
13130,0,Vernal,,Utah,"Basin Loans, Inc.",26763
13131,0,Salt Lake City,,Utah,American Investment Financial,26764
13132,21144,Buckhannon,,West Virginia,"Progressive Bank, National Association-Buckhannon",26765
13133,0,San Antonio,,Texas,The Bank of San Antonio/Medical Center,26766
13134,0,Encino,,California,Bank of Encino,26767
13135,0,Los Angeles,,California,First Citizens Bank,26768
13136,0,Houston,,Texas,The Express Bank,26769
13137,18535,Arvada,,Colorado,"First Interstate Bank of Arvada, National Association",26770
13138,20460,Winter Park,,Florida,National Bank of Commerce,26771
13139,0,Omak,,Washington,North Central Washington Bank,26772
13140,0,Sturgis,,South Dakota,The First Western Bank Sturgis,26773
13141,0,Duluth,,Georgia,Investors Bank & Trust,26774
13142,20956,Plano,,Texas,Chisholm National Bank,26776
13143,20970,Plano,,Texas,Plano National Bank,26777
13144,0,White Plains,,New York,Reliance Bank,26778
13145,20511,Dallas,,Texas,"Independent Bank, National Association",26779
13146,516,Yarmouth,,Massachusetts,"Bank of Boston-Barnstable, National Association",2678
13147,0,Newark,,Delaware,InterFirst Bank Delaware,26780
13148,0,Keystone Heights,,Florida,Merchants and Southern Bank of Clay County,26781
13149,0,Antioch,,California,East County Bank,26782
13150,0,Bloomington,,Minnesota,"Chase Manhattan Financial Center, Inc.",26783
13151,0,New Braunfels,,Texas,"Norwest Bank Texas, New Braunfels",26784
13152,20986,Fort Myers,,Florida,Founders National Trust Bank,26785
13153,0,Lexington,,Tennessee,The Bank of West Tennessee,26786
13154,0,New York City,,New York,LBS Bank - New York,26787
13155,0,Pasadena,,Texas,Pasadena State Bank,26788
13156,21061,Sanford,,Florida,"Banco Popular, National Association - Florida",26789
13157,0,Ashland,,Kentucky,First American Bank,2679
13158,20622,Fort Lee,www.hanabank.us,New Jersey,"Hana Bank USA, National Association",26790
13159,0,Boston,,Massachusetts,Boston Trade Bank,26791
13160,0,Milford,,New Hampshire,Hillsborough Bank & Trust Company,26792
13161,0,Greensboro,,North Carolina,Piedmont State Bank,26793
13162,0,Austin,,Texas,Cattlemen's State Bank,26794
13163,0,Hampstead,,North Carolina,The Anchor Bank of North Carolina,26795
13164,0,Cumming,,Georgia,Lanier Bank & Trust Company,26796
13165,0,Englewood,,Colorado,The Professional Bank of Colorado,26797
13166,0,Salt Lake City,http://www.hsbutah.com,Utah,Home Savings Bank,26798
13167,0,Eva,www.evabank.com,Alabama,EvaBank,26799
13168,12293,Ashland,,Kentucky,"National City Bank, Ashland Kentucky",2680
13169,0,Birmingham,,Alabama,AmSouth Bank,26800
13170,0,Abilene,,Texas,United Bank and Trust,26804
13171,20668,Peachtree City,,Georgia,Peachtree National Bank,26805
13172,0,Bradenton,,Florida,The Bank of Bradenton,26806
13173,0,Miami,,Florida,Interstate Bank of Commerce,26807
13174,20579,Kansas City,,Missouri,First National Bank of Platte County,26808
13175,18641,Katy,,Texas,"Katy Bank, National Association",26809
13176,0,Berea,,Kentucky,The Berea National Bank,2681
13177,18741,Tampa,,Florida,Ameritrust Southeast National Association,26810
13178,20897,Lubbock,,Texas,Western National Bank,26811
13179,20684,Orange Park,,Florida,American National Bank of Clay County,26812
13180,21271,New Rochelle,,New York,"Westchester Bank, National Association",26813
13181,18726,New York City,,New York,First City National Bank and Trust Company,26814
13182,20620,Branford,,Connecticut,Harbor National Bank of Connecticut,26815
13183,0,Salt Lake City,www.libertybankofutah.com,Utah,"Liberty Bank, Inc.",26816
13184,0,Portsmouth,,New Hampshire,Olde Port Bank and Trust,26817
13185,21357,Richardson,,Texas,Brookhollow National Bank,26818
13186,0,Houston,,Texas,Sterling Bank,26819
13187,8830,Brooksville,www.fnbfirst.com,Kentucky,The First National Bank of Brooksville,2682
13188,0,Springfield,,Illinois,Independent Bankers' Bank,26820
13189,0,Plant City,,Florida,Plant State Bank,26821
13190,20880,Arlington,,Texas,Arlington National Bank,26822
13191,0,Blue Ash,,Ohio,Monogram Bank of Ohio,26823
13192,0,Newark,,Delaware,Texas Commerce Banks,26825
13193,0,St. Petersburg,,Florida,Marine Bank,26826
13194,0,Arab,,Alabama,Community Bank of Marshall County,26827
13195,21034,Rapid City,,South Dakota,"Independence One Bank, National Association",26828
13196,20976,Dade City,www.fnbpasco.com/,Florida,First National Bank of Pasco,26829
13197,21058,Maitland,,Florida,The Huntington National Bank of Florida,26830
13198,0,Chokio,,Minnesota,First State Bank Chokio,26831
13199,0,Hoxie,,Kansas,State Bank,26832
13200,0,Canton,,Georgia,North Georgia Bank,26833
13201,0,El Paso,,Texas,El Paso State Bank,26834
13202,0,Alexandria,,Louisiana,Bank of Commerce,26835
13203,21140,Sterling,,Virginia,The National Bank of Northern Virginia,26836
13204,18737,Heflin,,Alabama,"Southtrust Bank of Cleburne County, National Association",26837
13205,21162,Tallahassee,,Florida,Guaranty National Bank of Tallahassee,26838
13206,0,Calabasas,,California,Wells Fargo Central Bank,26839
13207,5959,Carlisle,,Kentucky,The First National Bank of Carlisle,2684
13208,21391,Temple,,Oklahoma,Union National Bank of Oklahoma,26840
13209,18735,Ranson,,West Virginia,The Old National Bank of Jefferson County,26842
13210,0,Norwood,,Massachusetts,MidCounty Bank and Trust Company,26843
13211,21106,Clinton,,New Jersey,"Highlands Community Bank, National Association",26844
13212,0,Livingston,,Texas,The Bank of Livingston,26845
13213,21107,Chelan,,Washington,North Cascades National Bank,26846
13214,0,Chestertown,www.chesapeaketrust.com,Maryland,The Chesapeake Bank & Trust Co.,26847
13215,0,Dresher,,Pennsylvania,Liberty Savings Bank,26848
13216,0,Greenville,,South Carolina,Carolina First Bank,26849
13217,0,Griffin,,Georgia,The Bank of Spalding County,26850
13218,20930,Memphis,,Tennessee,Third National Bank in Memphis,26851
13219,20928,Palm Coast,,Florida,"Sun Bank/Flagler County, National Association",26852
13220,0,Denver,,Colorado,Centennial Bank,26853
13221,21059,Mesquite,,Texas,Northeast National Bank,26854
13222,0,Denver,,Colorado,OMNIBANK Leetsdale,26855
13223,0,Laredo,www.falconbank.com,Texas,Falcon International Bank,26856
13224,21294,Portland,,Oregon,"Rainier Bank Oregon, National Association",26857
13225,21029,Highland Village,,Texas,"United Commerce Bank of Highland Village, National Association",26858
13226,0,Cape Girardeau,,Missouri,Union Planters Bank of Southeast Missouri,26859
13227,7544,Corbin,,Kentucky,The First National Bank and Trust Company of Corbin,2686
13228,21256,Atlanta,,Georgia,"NationsBank Trust Company (Georgia), National Association",26860
13229,21257,Columbia,,South Carolina,"NationsBank Trust Company (South Carolina), National Association",26861
13230,0,Boston,,Massachusetts,"MerchantsBank of Boston, a Co-operative Bank",26862
13231,0,Boston,,Massachusetts,Haymarket Co-operative Bank,26863
13232,0,Boston,,Massachusetts,Workingmens Co-operative Bank,26864
13233,0,Pittsburgh,,Pennsylvania,Commercial Credit Savings Bank,26865
13234,21272,Farmington,,Connecticut,Farmington Valley National Bank,26866
13235,0,Norman,,Oklahoma,Arvest Bank,26867
13236,0,Overland Park,,Kansas,Hillcrest Bank,26868
13237,0,Deltona,,Florida,First State Bank of Florida,26869
13238,718,Covington,,Kentucky,"Star Bank, National Association, Kentucky",2687
13239,0,Houston,,Texas,"Franklin Bank, S.S.B.",26870
13240,0,Midlothian,http://cbbonline.com,Virginia,Community Bankers' Bank,26871
13241,0,Clinton,,Tennessee,Anderson County Bank,26872
13242,0,Cooper City,,Florida,First Western Bank,26873
13243,0,Springfield,,Virginia,Prosperity Bank and Trust Company,26875
13244,20948,New York,www.safra.com,New York,Safra National Bank of New York,26876
13245,0,San Francisco,,California,Millennium Bank,26877
13246,0,Tallahassee,,Florida,Southeast Bank of Tallahassee,26878
13247,0,Toccoa,,Georgia,Liberty Bank & Trust,26879
13248,4260,Cincinnati,,Ohio,"PNC Bank, Northern Kentucky, National Association",2688
13249,0,Decatur,,Alabama,Southtrust Bank of Decatur,26880
13250,20862,Cottonwood Heights,www.sofi.com,Utah,"SoFi Bank, National Association",26881
13251,0,Sarasota,,Florida,Barnett Bank of Southwest Florida,26882
13252,0,Baltimore,,Maryland,Sterling Bank & Trust Co.,26883
13253,0,Gloucester,,Massachusetts,Gloucester Bank & Trust Company,26884
13254,0,Brookline,,Massachusetts,Chestnut Hill Bank & Trust Company,26885
13255,0,Princeton Borough,,New Jersey,The Trust Company of Princeton,26886
13256,0,Dunedin,,Florida,Gulf Bank of Dunedin,26887
13257,21002,Orlando,,Florida,Liberty National Bank of Orlando,26888
13258,21324,Ocala,,Florida,"Colonial Savings Bank, National Association",26889
13259,2560,Cynthiana,,Kentucky,The Farmers National Bank of Cynthiana,2689
13260,21071,Gladstone,,Missouri,Northland National Bank,26890
13261,0,Saint Cloud,www.libertybankmn.com,Minnesota,Liberty Bank Minnesota,26891
13262,20542,Irving,,Texas,"First Texas Bank-Irving, National Association",26892
13263,20612,Miami,,Florida,Delta National Bank and Trust Company of Florida,26893
13264,21448,Wichita,,Kansas,Union Boulevard National Bank,26894
13265,0,Chicago,,Illinois,Mayfair Bank,26895
13266,0,Hillside,,Illinois,Inland Bank and Trust,26896
13267,18748,Fredericksburg,,Texas,First National Bank,26897
13268,0,Fort Collins,,Colorado,First State Bank of Fort Collins,26898
13269,0,Madisonville,,Kentucky,Peoples Bank and Trust Company,269
13270,1900,Cynthiana,,Kentucky,The National Bank of Cynthiana,2690
13271,0,Brookfield,,Connecticut,Brookfield Bank,26901
13272,18734,Shrewsbury,,Missouri,Heritage National Bank,26902
13273,0,Fort Lauderdale,,Florida,Equitable Bank,26903
13274,0,Pensacola,,Florida,American Bank and Trust,26904
13275,0,Devine,,Texas,The Bank of Texas,26905
13276,0,Harlingen,www.trb.bank,Texas,Texas Regional Bank,26906
13277,21337,San Francisco,,California,Sequoia National Bank,26907
13278,18738,Wilmington,,Delaware,Equibank (Delaware) National Association,26908
13279,0,Hartford,,Connecticut,"The Bank of Hartford, Inc.",26909
13280,10254,London,www.cvnb.com,Kentucky,Cumberland Valley National Bank & Trust Company,2691
13281,21466,Crosby,,Texas,First National Bank of Crosby,26910
13282,0,Albia,,Iowa,Peoples State Bank,26911
13283,0,Charleston,www.banksc.com,South Carolina,The Bank of South Carolina,26912
13284,0,Fayetteville,,North Carolina,State Bank,26913
13285,0,Falkville,,Alabama,Community Bank of Morgan County,26914
13286,0,New Hope,,Alabama,Madison County Bank,26915
13287,0,Buena Vista,,Colorado,Collegiate Peaks Bank,26916
13288,0,Oklahoma City,,Oklahoma,UMB Oklahoma Bank,26917
13289,0,Greensboro,,North Carolina,Bankers Trust of North Carolina,26918
13290,0,Pilot Mountain,,North Carolina,The Community Bank,26919
13291,11947,Falmouth,,Kentucky,The First National Bank of Falmouth,2692
13292,21478,Olney,,Texas,First National Bank of Olney,26920
13293,0,Roslindale,http://www.thecooperativebank.com,Massachusetts,The Cooperative Bank,26922
13294,0,New Haven,,Connecticut,New Haven Merchant's Bank,26923
13295,0,White River Junction,,Vermont,Valley Bank,26924
13296,21282,Apple Valley,,Minnesota,Valley National Bank,26925
13297,18731,La Quinta,,California,"Bank of the Desert, National Association",26928
13298,0,Mineral Wells,,Texas,First State Bank of Mineral Wells,26929
13299,2927,Georgetown,,Kentucky,First National Bank and Trust Company,2693
13300,0,Newtown,,Pennsylvania,Commonwealth State Bank,26930
13301,0,New Fairfield,,Connecticut,Candlewood Bank and Trust Company,26931
13302,22201,San Antonio,,Texas,"Texas Commerce Bank-San Antonio, National Association",26932
13303,0,Virginia Beach,,Virginia,Coastal Virginia Bank,26933
13304,21482,Santa Ana,,California,"Colonial Bank, National Association",26935
13305,18732,Racine,,Wisconsin,"Bank One, Wisconsin, National Association",26936
13306,21017,Houston,,Texas,"MetroBank, National Association",26937
13307,21230,Winter Park,,Florida,Central National Bank,26938
13308,0,Gulfport,,Florida,First Gulf Bank,26940
13309,0,Deer Lodge,www.pbdl.net,Montana,Peoples Bank of Deer Lodge,26941
13310,0,Springfield,,Massachusetts,The Bank of Western Massachusetts,26942
13311,0,Waltham,,Massachusetts,"Chart Bank, A Cooperative Bank",26943
13312,0,Osceola,www.americanstatebank.com,Iowa,American State Bank,26944
13313,0,Scottsdale,,Arizona,Fountain Bank,26945
13314,21174,Somerville,,New Jersey,Mid-Jersey National Bank,26946
13315,21118,Upper Darby,,Pennsylvania,Eagle National Bank,26947
13316,0,Wilton,,Connecticut,The Wilton Bank,26948
13317,0,Portland,,Maine,First Maine Bank,26949
13318,12982,Grayson,WWW.FNBGRAYSON.COM,Kentucky,The First National Bank of Grayson,2695
13319,0,Dothan,,Alabama,Southland Bank of Alabama,26950
13320,0,Marietta,,Georgia,Riverside Bank,26951
13321,0,Marietta,,Georgia,First Peoples Bank of Cobb County,26952
13322,0,Plano,,Texas,First Bank of Plano,26953
13323,0,Cottonwood,,Arizona,The Bank of Verde Valley,26954
13324,0,Cleveland,http://www.bankofcleveland.com,Tennessee,Bank of Cleveland,26955
13325,12295,Harlan,,Kentucky,"HNB Bank, National Association",2696
13326,0,Osage Beach,www.fblake.bank,Missouri,First Bank of the Lake,26960
13327,0,Elkhorn,,Wisconsin,F&M Bank-Elkhorn,26961
13328,0,Lebanon,www.wilsonbank.com,Tennessee,Wilson Bank and Trust,26962
13329,0,Watauga,,Texas,Watauga State Bank,26963
13330,0,Abbeville,,South Carolina,The Bank of Abbeville,26964
13331,0,Ann Arbor,,Michigan,Republic Bank Ann Arbor,26965
13332,0,Trenton,,Florida,Tri-County Bank,26966
13333,0,Weatherford,,Texas,Texas Bank Financial,26967
13334,0,Whittier,,California,Liberty Thrift and Loan,26968
13335,0,Houston,,Texas,Hobby Community Bank,26969
13336,2917,Somerset,,Kentucky,First Southern National Bank,2697
13337,24665,Tampa,,Florida,"Southern Commerce Bank, National Association",26970
13338,0,Norwalk,,Connecticut,The Norwalk Bank,26971
13339,21156,Kalispell,,Montana,"Mountain West Bank of Kalispell, National Association",26972
13340,0,Palm Beach Gardens,,Florida,Admiralty Bank,26973
13341,0,Maryville,,Missouri,"First Bank, CBC",26974
13342,0,Fayetteville,,Arkansas,The Bank of Fayetteville,26975
13343,0,Gainesville,,Georgia,Regions Bank,26976
13344,21319,East Liverpool,,Ohio,1st National Community Bank,26977
13345,0,Waxahachie,,Texas,Heritage Bank,26978
13346,0,Santa Rosa Beach,,Florida,BankTrust,26979
13347,9320,Jackson,,Kentucky,The First National Bank of Jackson,2698
13348,21268,Boca Raton,,Florida,Jefferson National Bank,26980
13349,21401,Quincy,,Florida,Gadsden National Bank,26981
13350,0,Dayton,,Ohio,"Trustcorp Company, Dayton",26982
13351,0,Sioux Falls,,South Dakota,Wells Fargo Financial Bank,26983
13352,0,Bethesda,,Maryland,"F&M Bank - Maryland, Inc.",26984
13353,18742,Battle Creek,,Michigan,"NBD Battle Creek, National Association",26985
13354,0,Albertville,,Alabama,Bank of Albertville,26986
13355,0,Kalamazoo,,Michigan,FMB-Arcadia Bank,26987
13356,0,West Palm Beach,,Florida,Governors Bank,26988
13357,0,Monroeville,,Alabama,First Citizens Bank of Monroe County,26989
13358,0,Manchester,,New Hampshire,Bank of New Hampshire,26990
13359,0,Mystic,,Connecticut,The Bank of Mystic,26992
13360,0,Los Angeles,,California,Brentwood Thrift and Loan Association,26995
13361,0,Elkins,,West Virginia,Community Bank and Trust of Randolph County,26996
13362,0,Roswell,,Georgia,The Northside Bank & Trust Company,26997
13363,0,Dallas,,Texas,MainBank,26998
13364,0,Richmond,,Virginia,Regency Bank,26999
13365,0,Quincy,,Massachusetts,Bank of New England - Hancock,27
13366,0,Pineville,,Kentucky,The First State Bank of Pineville,270
13367,1493,Lancaster,WWW.FSNB.NET,Kentucky,First Southern National Bank,2700
13368,0,Hartford,,Connecticut,Sentinel Bank,27000
13369,0,Morris Plains,,New Jersey,Powder Mill Bank,27001
13370,0,Lynn,,Massachusetts,Shore Bank and Trust Company,27002
13371,0,Boston,,Massachusetts,The Blackstone Bank and Trust Company,27003
13372,0,Amherst,,New Hampshire,Granite Bank,27004
